areaCode,areaName,areaType,date,cumDeaths28DaysByPublishDate
K02000001,United Kingdom,overview,2020-05-05,29216
K02000001,United Kingdom,overview,2020-05-04,28490
K02000001,United Kingdom,overview,2020-05-03,28218
K02000001,United Kingdom,overview,2020-05-02,27965
K02000001,United Kingdom,overview,2020-05-01,27381
K02000001,United Kingdom,overview,2020-04-30,26683
K02000001,United Kingdom,overview,2020-04-29,26049
K02000001,United Kingdom,overview,2020-04-28,25280
K02000001,United Kingdom,overview,2020-04-27,24311
K02000001,United Kingdom,overview,2020-04-26,23991
K02000001,United Kingdom,overview,2020-04-25,23627
K02000001,United Kingdom,overview,2020-04-24,22812
K02000001,United Kingdom,overview,2020-04-23,21802
K02000001,United Kingdom,overview,2020-04-22,21120
K02000001,United Kingdom,overview,2020-04-21,20273
K02000001,United Kingdom,overview,2020-04-20,19049
K02000001,United Kingdom,overview,2020-04-19,18479
K02000001,United Kingdom,overview,2020-04-18,18047
K02000001,United Kingdom,overview,2020-04-17,16942
K02000001,United Kingdom,overview,2020-04-16,16029
K02000001,United Kingdom,overview,2020-04-15,14993
K02000001,United Kingdom,overview,2020-04-14,14113
K02000001,United Kingdom,overview,2020-04-13,13037
K02000001,United Kingdom,overview,2020-04-12,12313
K02000001,United Kingdom,overview,2020-04-11,11656
K02000001,United Kingdom,overview,2020-04-10,10813
K02000001,United Kingdom,overview,2020-04-09,9691
K02000001,United Kingdom,overview,2020-04-08,8575
K02000001,United Kingdom,overview,2020-04-07,7545
K02000001,United Kingdom,overview,2020-04-06,6440
K02000001,United Kingdom,overview,2020-04-05,5873
K02000001,United Kingdom,overview,2020-04-04,5274
K02000001,United Kingdom,overview,2020-04-03,4518
K02000001,United Kingdom,overview,2020-04-02,3782
K02000001,United Kingdom,overview,2020-04-01,3125
K02000001,United Kingdom,overview,2020-03-31,2453
K02000001,United Kingdom,overview,2020-03-30,2050
K02000001,United Kingdom,overview,2020-03-29,1676
K02000001,United Kingdom,overview,2020-03-28,1464
K02000001,United Kingdom,overview,2020-03-27,1172
K02000001,United Kingdom,overview,2020-03-26,884
K02000001,United Kingdom,overview,2020-03-25,703
K02000001,United Kingdom,overview,2020-03-24,512
K02000001,United Kingdom,overview,2020-03-23,364
K02000001,United Kingdom,overview,2020-03-22,288
K02000001,United Kingdom,overview,2020-03-21,252
K02000001,United Kingdom,overview,2020-03-20,194
K02000001,United Kingdom,overview,2020-03-19,162
K02000001,United Kingdom,overview,2020-03-18,116
K02000001,United Kingdom,overview,2020-03-17,82
K02000001,United Kingdom,overview,2020-03-16,65
K02000001,United Kingdom,overview,2020-03-15,43
K02000001,United Kingdom,overview,2020-03-14,29
K02000001,United Kingdom,overview,2020-03-13,10
K02000001,United Kingdom,overview,2020-03-12,9
K02000001,United Kingdom,overview,2020-03-11,7
K02000001,United Kingdom,overview,2020-03-10,7
K02000001,United Kingdom,overview,2020-03-09,3
K02000001,United Kingdom,overview,2020-03-08,2
K02000001,United Kingdom,overview,2020-03-07,2
K02000001,United Kingdom,overview,2020-03-06,1
